Intake Date,Species,Species Class,Age,# of Animals,Date Found,Specific Location,City Found,Cause for Admission,Comments
7/30/19,Brown Rat,Mammal,Baby,1,07/30/19,Finder's address,Providence,Orphaned juvenile,
8/14/19,Brown Rat,Mammal,Juvenile,1,08/13/19,"Garden City, 63 Hillside Rd",Cranston,Orphaned juvenile,
8/15/19,Brown Rat,Mammal,Baby,1,08/15/19,Golden Years parking lot,Westerly,Orphaned juvenile,
8/27/19,Brown Rat,Mammal,Young Adult,1,08/27/19,Finder's address,Providence,"On side of street, moving but couldn't get up",
9/15/19,Brown Rat,Mammal,Baby,10,09/15/19,Picked up from Animal Control,Pawtucket,Orphaned juvenile,
11/2/19,Brown Rat,Mammal,Adult,1,11/02/19,In street on Old Mill Blvd,Warwick,Unknown,
11/9/19,Brown Rat,Mammal,Adult,1,11/09/19,Finder's address,Johnston,"Possible poisoning, head/neurological damage",
12/3/19,Brown Rat,Mammal,Adult,1,12/03/19,25 Narragansett Ave,Jamestown,"Neuro, possible poisoning",
6/27/19,Coyote,Mammal,Juvenile,1,06/24/19,12 Chandler St,Newport,"Emaciated, wound on head, failing",
4/12/19,Deer Mouse,Mammal,Adult,1,04/12/19,Finder's address,Wakefield,"Limping, falling to one side",
6/10/19,Deer Mouse,Mammal,Baby,5,06/10/19,Finder's address,Warwick,1-eye injury.  Orphaned juvenile,
6/25/19,Deer Mouse,Mammal,Baby,1,06/24/19,Finder's address,Tiverton,Cat playing with it. Adversion with R eye & face,
7/6/19,Deer Mouse,Mammal,Adult,1,07/06/19,Finder's address,North Kingstown,Almost drowned in pond,
7/24/19,Deer Mouse,Mammal,Young Adult,2,07/24/19,WRARI,Saunderstown,Found in a bucket outside,
9/25/19,Deer Mouse,Mammal,Young Adult,1,9/25/19,Finder's address,Central Falls,Broken paw,
11/17/19,Deer Mouse,Mammal,Adult,1,11/27/19,Finder's address,Exeter,"Front paw caught in trap, FX R front leg",
11/18/19,Deer Mouse,Mammal,Young Adult,3,11/17/19,Finder's address,South Kingstown,No injury. Trapped in house.,
11/22/19,Deer Mouse,Mammal,Adult,1,11/20/19,Finder's address,South Kingstown,Trapped in house. No injury,
11/27/19,Deer Mouse,Mammal,Adult,1,11/27/19,,South Kingstown,Stuck in glue trap,
12/4/19,Deer Mouse,Mammal,Sub-adult,1,12/04/19,Finder's address,West Warwick,No injury. Stuck in bucket,
12/19/19,Deer Mouse,Mammal,Adult,1,12/17/19,Finder's address,South Kingstown,No injury,
7/11/19,Domestic Rabbit,Mammal,Adult,1,07/10/19,Between Burger King & Rte 403 Bridge,North Kingstown,Orphaned juvenile,
8/15/19,Domestic Rabbit,Mammal,Adult,1,08/14/19,"narragansett Bow Hunter Club, 1534 Ten Rod Rd",North Kingstown,L eye injury,
10/17/19,Domestic Rabbit,Mammal,Adult,1,10/14/19,Finder's address,Hope,Will not walk,
10/24/19,Domestic Rabbit,Mammal,Adult,1,10/24/19,Church Ave,Warwick,Cat caught,
5/11/19,Eastern Chipmunk,Mammal,Adult,1,05/10/19,Finder's address,Portsmouth,Found by finder's cat,
5/15/19,Eastern Chipmunk,Mammal,Baby,1,05/14/19,Backyard of finder's address,Richmond,Cat caught,
5/22/19,Eastern Chipmunk,Mammal,Adult,1,05/22/19,"Opposite 33 Highland Street, house with stone porch",Cranston,Head?,
5/23/19,Eastern Chipmunk,Mammal,Juvenile,1,05/23/19,Finder's address,South Kingstown,Orphaned juvenile,
5/25/19,Eastern Chipmunk,Mammal,Juvenile,2,05/25/19,Finder's address,East Greenwich,Dehydration,
5/28/19,Eastern Chipmunk,Mammal,Young Adult,1,05/28/19,3119 Ministerial Rd,West Kingston,Injury,
5/29/19,Eastern Chipmunk,Mammal,Juvenile,1,05/29/19,The Greene School,West Greenwich,Eye infection,
6/6/19,Eastern Chipmunk,Mammal,Young Adult,1,06/06/19,Finder's address,Cranston,"Lethargic, unknown trauma.  Agonal",
6/10/19,Eastern Chipmunk,Mammal,Adult,1,06/10/19,Finder's address,North Kingstown,Animal attack. R eye blind. L eye still in bad shape from wounds,
6/10/19,Eastern Chipmunk,Mammal,Juvenile,1,06/10/19,Finder's address,Saunderstown,"Old wounds, blind L eye",
6/14/19,Eastern Chipmunk,Mammal,Young Adult,1,06/14/19,Tefft Hill,Wakefield,Paralyzed front legs,
6/14/19,Eastern Chipmunk,Mammal,Adult,1,06/14/19,Austin St,South Kingstown,Cat/dog attack,
6/15/19,Eastern Chipmunk,Mammal,Juvenile,1,06/14/19,Finder's address,Coventry,Found in road,
6/19/19,Eastern Chipmunk,Mammal,Adult,1,06/19/19,Ferry Dr,Narragansett,"Blind, head trauma, HBC",
6/19/19,Eastern Chipmunk,Mammal,Adult,1,06/19/19,Finder's address,Warwick,Unknown trauma,
6/19/19,Eastern Chipmunk,Mammal,Juvenile,1,06/18/19,Finder's address,Westerly,Cat caught,
6/25/19,Eastern Chipmunk,Mammal,Adult,1,06/25/19,2 River Oak Rd,Barrington,"Poss. animal attack or HBC, no feeling/movement in back legs",
6/25/19,Eastern Chipmunk,Mammal,Adult,1,06/25/19,Howland Rd,East Greenwich,HBC? Aspiration,
7/2/19,Eastern Chipmunk,Mammal,Adult,1,07/02/19,Near Goddard Park,East Greenwich,HBC. Broken hind legs,
7/5/19,Eastern Chipmunk,Mammal,Adult,1,07/05/19,Outside Rose Hill Transfer Station,South Kingstown,Injury,
7/6/19,Eastern Chipmunk,Mammal,Adult,1,07/06/19,Finder's address,Narragansett,Cat caught,
7/6/19,Eastern Chipmunk,Mammal,Adult,1,07/06/19,Finder's address,Peace Dale,Cat caught,
7/8/19,Eastern Chipmunk,Mammal,Juvenile,1,07/08/19,Finder's address,Hopkinton,Puncture wounds by neck by finder's cat,
7/13/19,Eastern Chipmunk,Mammal,Adult,1,07/12/19,6 Opal Ct,East Greenwich,"Appears to be a neck injury, no feeling in back legs",
7/22/19,Eastern Chipmunk,Mammal,Young Adult,1,07/22/19,Finder's address,Charlestown,"Cat caught, back legs broken",
8/29/19,Eastern Chipmunk,Mammal,Juvenile,1,8/29/19,Finder's address,Bristol,None,
9/2/19,Eastern Chipmunk,Mammal,Adult,1,09/01/19,Moore's Rd,"Cornwallville, NY",Cat caught,
9/4/19,Eastern Chipmunk,Mammal,Baby,1,09/03/19,Finder's address,Charlestown,Orphaned juvenile,
9/13/19,Eastern Chipmunk,Mammal,Baby,2,09/13/19,"near Wayland & Laurel St, East side of Providence",Providence,Rescued from neighboring cat,
9/14/19,Eastern Chipmunk,Mammal,Juvenile,1,09/14/19,8 Someric Ln,Richmond,"Head trauma, no improvement",
9/19/19,Eastern Chipmunk,Mammal,Baby,1,09/19/19,20 Hawksbill Way,Charlestown,Found in backyard,
9/23/19,Eastern Chipmunk,Mammal,Juvenile,1,09/23/19,123 Conanicus Rd,Narragansett,Fallen into pool,
9/24/19,Eastern Chipmunk,Mammal,Baby,1,09/24/19,Finder's address,Providence,Orphaned juvenile,
9/25/19,Eastern Chipmunk,Mammal,Young Adult,1,09/25/19,1350 Shannock Rd,Charlestown,Dog caught,
9/26/19,Eastern Chipmunk,Mammal,Juvenile,1,09/25/19,Finder's address,Coventry,"Cat caught, intestines hanging out",
9/27/19,Eastern Chipmunk,Mammal,Baby,1,09/27/19,Finder's address,West Warwick,Cat caught,
9/30/19,Eastern Chipmunk,Mammal,Juvenile,1,09/30/19,Finder's address,Coventry,Cat caught,
10/2/19,Eastern Chipmunk,Mammal,Young Adult,1,10/02/19,Finder's address,Cranston,"Back legs paralyzed, hurt by cat",
10/5/19,Eastern Chipmunk,Mammal,Young Adult,1,10/05/19,Finder's address,Wakefield,FX leg,
10/7/19,Eastern Chipmunk,Mammal,Juvenile,1,10/07/19,Lavrol Wood Dr,East Greenwich,FX back legs,
10/8/19,Eastern Chipmunk,Mammal,Adult,1,10/08/19,Finder's address,Wickford,Cat brought him in,
10/13/19,Eastern Chipmunk,Mammal,Adult,1,10/12/19,Finder's address,West Warwick,"Cat caught, failing, started seizing",
10/14/19,Eastern Chipmunk,Mammal,Adult,1,10/14/19,Finder's address,North Kingstown,Found next to mouse trap in garage,
10/18/19,Eastern Chipmunk,Mammal,Young Adult,1,10/18/19,50 Pell Ave,Warwick,"Attacked. Missing tail, lethargic, dying",
10/24/19,Eastern Chipmunk,Mammal,Young Adult,1,10/24/19,Finder's address,North Kingstown,Cat caught,
10/26/19,Eastern Chipmunk,Mammal,Adult,1,10/26/19,Finder's address,West Kingston,"Cat caught. Organs exposed, FX spine.",
7/21/19,Eastern Chipmunk ,Mammal,Adult,1,07/20/19,By Brickley Ice Cream,Wakefield,Maggots & broken leg,
1/10/19,Eastern Cottontail,Mammal,Adult,1,01/10/19,40 Woodbine Street,Cranston,"Stuck in fence, severe back injury, borderline non-reponsive",
1/31/19,Eastern Cottontail,Mammal,Adult,1,01/31/19,Finder's address,Wakefield,Back legs not working,
2/3/19,Eastern Cottontail,Mammal,Adult,1,02/02/19,Finder's address,Cranston,Head tilt,
2/20/19,Eastern Cottontail,Mammal,Young Adult,1,02/19/19,Finder's address,Saunderstown,"Severe back injury, wounds on hind legs/feet, no improvement",
2/27/19,Eastern Cottontail,Mammal,Adult,1,02/27/19,"Paterson Street/Rhode Island Avenue, near Lincoln School",Providence,"Bloody, unable to hop",
3/4/19,Eastern Cottontail,Mammal,Adult,1,03/04/19,70 South Road,North Kingstown,Injury,
3/7/19,Eastern Cottontail,Mammal,Young Adult,1,03/06/19,"4 Corners, Gray's Ice Cream",Tiverton,"Open forearm fracture, head injury?",
3/17/19,Eastern Cottontail,Mammal,Juvenile,1,03/17/19,25 Reed Drive,Cranston,Leg/bleeding near neck,
3/19/19,Eastern Cottontail,Mammal,Adult,1,03/19/19,Finder's address,North Scituate,Back injury,
3/20/19,Eastern Cottontail,Mammal,Baby,1,03/20/19,76 George Arden Road,Warwick,Dog found nest,
3/25/19,Eastern Cottontail,Mammal,Young Adult,1,03/24/19,"Middle Road, near Sweet Pea's Village",East Greenwich,Found in road,
3/26/19,Eastern Cottontail,Mammal,Baby,4,03/26/19,174 Rochambeau Avenue,Providence,Orphaned juvenile,
3/28/19,Eastern Cottontail,Mammal,Baby,1,03/28/19,Finder's address,West Warwick,Orphaned juvenile,
3/29/19,Eastern Cottontail,Mammal,Baby,3,03/29/19,Finder's address,Coventry,Dog caught,
4/2/19,Eastern Cottontail,Mammal,Baby,4,03/31/19,Finder's address,Coventry,"Orphaned juvenile, dog got to nest.",
4/3/19,Eastern Cottontail,Mammal,Baby,4,04/03/19,Finder's address,Warwick,Orphaned juvenile,
4/4/19,Eastern Cottontail,Mammal,Baby,1,04/04/19,Finder's address,Warwick,"Dog caught, eye injury",
4/5/19,Eastern Cottontail,Mammal,Baby,1,04/05/19,Finder's address,Bristol,Cat attack,
4/9/19,Eastern Cottontail,Mammal,Adult,1,04/09/19,25 Wanda Street,Narragansett,Degloving,
4/9/19,Eastern Cottontail,Mammal,Baby,4,04/09/19,Finder's address,Warwick,Dog caught,
4/10/19,Eastern Cottontail,Mammal,Adult,1,04/10/19,Finder's address,Warwick,Injury,
4/10/19,Eastern Cottontail,Mammal,Baby,3,04/09/19,Finder's address,Warwick,Dog caught,
4/12/19,Eastern Cottontail,Mammal,Juvenile,1,4/12/19,Finder's address,Narragansett,,
4/12/19,Eastern Cottontail,Mammal,Adult,1,04/12/19,Finder's address,Wakefield,"Neck, open wound",
4/12/19,Eastern Cottontail,Mammal,Baby,1,04/12/19,Finder's address,Warwick,Injury,
4/12/19,Eastern Cottontail,Mammal,Baby,5,04/10/19,44 Lori Ann Way,Warwick,Orphaned juvenile,
4/12/19,Eastern Cottontail,Mammal,Young Adult,1,04/12/19,Clinton Avenue,Jamestown,Neurological,
4/13/19,Eastern Cottontail,Mammal,Juvenile,1,04/13/19,Finder's address,"Plainville, MA","Dog bite, broken back R leg",
4/13/19,Eastern Cottontail,Mammal,Baby,1,04/12/19,Ashaway Road,Bradford,"Orphaned juvenile, cat caught",
4/13/19,Eastern Cottontail,Mammal,Young Adult,1,10/01/18,22 Stillman Avenue,"Pawcatuck, CT","Orphaned juvenile, cat attacked nest, only survivor",
4/15/19,Eastern Cottontail,Mammal,Baby,1,04/15/19,Finder's address,East Greenwich,Unknown,
4/15/19,Eastern Cottontail,Mammal,Baby,4,04/15/19,Finder's address,Narragansett,Dog caught,
4/15/19,Eastern Cottontail,Mammal,Baby,1,04/15/19,Finder's address,South Kingstown,Cat had in garage,
4/15/19,Eastern Cottontail,Mammal,Baby,2,04/13/19,"Vanderbilt Road, across from airport",Warwick,Orphaned juvenile,
4/15/19,Eastern Cottontail,Mammal,Baby,1,04/15/19,,Richmond,"Orphaned juvenile, cat caught",
4/16/19,Eastern Cottontail,Mammal,Baby,1,04/16/19,Finder's address,Warwick,Orphaned juvenile,
4/16/19,Eastern Cottontail,Mammal,Baby,2,04/16/19,Finder's address,North Kingstown,"Orphaned juvenile, dog caught",
4/16/19,Eastern Cottontail,Mammal,Baby,3,04/15/19,Finder's address,Providence,Orphaned juvenile,
4/17/19,Eastern Cottontail,Mammal,Baby,2,04/17/19,Finder's address,North Kingstown,Finder's dog uncovered nest and brought inside,
4/17/19,Eastern Cottontail,Mammal,Baby,1,04/16/19,Finder's address,Smithfield,"Orphaned juvenile, dog caught",
4/17/19,Eastern Cottontail,Mammal,Adult,1,04/17/19,Finder's address,Warwick,Injury,
4/17/19,Eastern Cottontail,Mammal,Adult,1,04/17/19,Newbury Village,Cranston,Broken leg,
4/18/19,Eastern Cottontail,Mammal,Juvenile,1,04/18/19,56 Calderwood Drive,Warwick,"None, abandoned",
4/18/19,Eastern Cottontail,Mammal,Baby,1,04/17/19,,,"Cat caught, almost dead already",
4/18/19,Eastern Cottontail,Mammal,Baby,1,04/18/19,76 New London Avenue,West Warwick,Brought in by cat,
4/19/19,Eastern Cottontail,Mammal,Baby,4,04/19/19,,Westerly,"None, blown with a leaf blower",
4/19/19,Eastern Cottontail,Mammal,Young Adult,1,04/19/19,,Cranston,None noted. Cat brought home,
4/19/19,Eastern Cottontail,Mammal,Adult,1,04/19/19,Finder's address,Warwick,"Severe wound on back, no feeling in legs",
4/19/19,Eastern Cottontail,Mammal,Baby,3,04/19/19,Finder's address,Warwick,"Orphaned juvenile, found in trash",
4/19/19,Eastern Cottontail,Mammal,Baby,4,04/19/19,Finder's address,Hope Valley,"Orphaned juvenile, destroyed nest",
4/19/19,Eastern Cottontail,Mammal,Baby,4,04/19/19,Finder's address,Warwick,"Orphaned juvenile, nest destroyed by landscaper",
4/19/19,Eastern Cottontail,Mammal,Baby,2,04/18/19,Finder's address,Warwick,Orphaned juvenile,
4/20/19,Eastern Cottontail,Mammal,Adult,1,04/16/19,Unknown,,Injury,
4/22/19,Eastern Cottontail,Mammal,Baby,2,04/22/19,Front door of WRARI,Saunderstown,1-broken R wrist,
4/22/19,Eastern Cottontail,Mammal,Juvenile,3,04/22/19,"URI, Flagg Road",Kingston,Lawn mower/weed wacker,
4/22/19,Eastern Cottontail,Mammal,Juvenile,1,04/22/19,Unknown,,Cat caught,
4/23/19,Eastern Cottontail,Mammal,Adult,1,04/23/19,Finder's address,North Kingstown,Attacked by finder's cat,
4/23/19,Eastern Cottontail,Mammal,Baby,4,04/23/19,Finder's address,Warwick,Dog caught,
4/23/19,Eastern Cottontail,Mammal,Juvenile,1,04/22/19,CCRI,Lincoln,Orphaned juvenile,
4/23/19,Eastern Cottontail,Mammal,Baby,1,04/23/19,Finder's address,Narragansett,Cat caught,
4/23/19,Eastern Cottontail,Mammal,Baby,1,04/23/19,Finder's address,West Warwick,Laceration to face,
4/24/19,Eastern Cottontail,Mammal,Juvenile,1,04/24/19,173 Georgia Avenue,North Kingstown,Bit by cat,
4/24/19,Eastern Cottontail,Mammal,Juvenile,1,04/24/19,Finder's address,Johnston,Attacked by cat,
4/24/19,Eastern Cottontail,Mammal,Baby,1,04/22/19,Hopkinton  Mill,Hopkinton,"Hawk attack, orphaned juvenile",
4/24/19,Eastern Cottontail,Mammal,Juvenile,1,04/23/19,701 Dyer Avenue,Cranston,Leg was immobile,
4/25/19,Eastern Cottontail,Mammal,Juvenile,1,04/24/19,Finder's address,North Kingstown,Injury,
4/25/19,Eastern Cottontail,Mammal,Baby,6,04/24/19,Finder's address,Westerly,Orphaned juvenile,
4/25/19,Eastern Cottontail,Mammal,Juvenile,1,04/24/19,68 Norwood Avenue,Cranston,Cat caught,
4/25/19,Eastern Cottontail,Mammal,Juvenile,1,04/25/19,Finder's address,North Kingstown,Dog caught,
4/25/19,Eastern Cottontail,Mammal,Baby,2,04/25/19,Finder's address,Warwick,"Dog caught, orphaned juvenile",
4/25/19,Eastern Cottontail,Mammal,Baby,3,04/25/19,Finder's address,Warren,Dog dug up baby's nest,
4/26/19,Eastern Cottontail,Mammal,Baby,1,04/26/19,,Glocester,Cat caught,
4/26/19,Eastern Cottontail,Mammal,Baby,1,04/25/19,Finder's address,Hopkinton,Cat caught,
4/27/19,Eastern Cottontail,Mammal,Baby,1,04/24/19,On Partridge Run,East Greenwich,N/A,
4/28/19,Eastern Cottontail,Mammal,Baby,7,04/28/19,Finder's address,Warwick,Orphaned juvenile,
4/29/19,Eastern Cottontail,Mammal,Juvenile,1,04/29/19,Finder's address,North Providence,"Hind leg, bitten by neighbor's cat",
4/29/19,Eastern Cottontail,Mammal,Baby,1,04/29/19,Finder's address,Jamestown,Cat brought in,
4/30/19,Eastern Cottontail,Mammal,Juvenile,1,04/30/19,Finder's address,Warwick,Cat attack,
4/30/19,Eastern Cottontail,Mammal,Baby,1,04/30/19,Finder's address,Charlestown,"Cat attack, degloving wound on hind end",
5/1/19,Eastern Cottontail,Mammal,Juvenile,1,05/01/19,Finder's address,"Pawcatuck, CT",Wound on back,
5/1/19,Eastern Cottontail,Mammal,Adult,1,05/01/19,Finder's address,Westerly,"Back legs FX, HBC",
5/2/19,Eastern Cottontail,Mammal,Baby,4,05/02/19,"Ochre Lodge, Salve Regina University",Newport,1-missing a leg,
5/3/19,Eastern Cottontail,Mammal,Baby,1,05/02/19,Dexter Lane,North Scituate,Cat caught,
5/3/19,Eastern Cottontail,Mammal,Juvenile,1,05/03/19,Finder's address,Westerly,Orphaned juvenile,
5/3/19,Eastern Cottontail,Mammal,Juvenile,1,05/03/19,Finder's address,West Warwick,Back legs,
5/6/19,Eastern Cottontail,Mammal,Baby,2,05/06/19,Finder's address,Warwick,Dog caught,
5/6/19,Eastern Cottontail,Mammal,Baby,8,05/06/19,,Lincoln,Orphaned juvenile,
5/7/19,Eastern Cottontail,Mammal,Baby,1,05/07/19,Finder's address,North Kingstown,Injury,
5/7/19,Eastern Cottontail,Mammal,Juvenile,3,05/07/19,Town Farm Road,Coventry,Orphaned juvenile,
5/7/19,Eastern Cottontail,Mammal,Juvenile,1,05/07/19,Finder's address,Westerly,"Lawnmower, missing leg",
5/7/19,Eastern Cottontail,Mammal,Baby,1,05/07/19,"Trailer park on Post Road, near NK bowling alley",North Kingstown,Brought home by cat,
5/7/19,Eastern Cottontail,Mammal,Juvenile,2,05/07/19,In field in trailer park,North Kingstown,Injury,
5/8/19,Eastern Cottontail,Mammal,Baby,1,05/07/19,Finder's address,West Kingston,Orphaned juvenile,
5/9/19,Eastern Cottontail,Mammal,Juvenile,1,05/09/19,Finder's address,Warwick,Cat caught,
5/9/19,Eastern Cottontail,Mammal,Baby,6,05/09/19,Finder's address,Riverside,"Dog caught, 1-broken leg",
5/9/19,Eastern Cottontail,Mammal,Baby,6,05/08/19,Finder's address,Rumford,Dog caught,
5/9/19,Eastern Cottontail,Mammal,Young Adult,1,05/09/19,Unknown,,Degloved,
5/10/19,Eastern Cottontail,Mammal,Baby,1,05/09/19,Finder's address,Coventry,Orphaned juvenile,
5/10/19,Eastern Cottontail,Mammal,Adult,1,05/09/19,Finder's address,Portsmouth,Injury,
5/11/19,Eastern Cottontail,Mammal,Baby,1,05/11/19,Wetomachick Avenue,Westerly,Dog caught.  Orphaned juvenile.,
5/11/19,Eastern Cottontail,Mammal,Baby,1,05/10/19,Finder's address,Westerly,Puncture from cat,
5/11/19,Eastern Cottontail,Mammal,Baby,2,05/10/19,Finder's address,Warwick,Orphaned juvenile,
5/11/19,Eastern Cottontail,Mammal,Baby,1,05/11/19,Finder's address,Westerly,Cat caught,
5/12/19,Eastern Cottontail,Mammal,Baby,6,05/12/19,Between South Water and South Main,Providence,Orphaned juvenile,
5/13/19,Eastern Cottontail,Mammal,Baby,1,05/12/19,Finder's address,Middletown,"Cat caught, orphaned juvenile",
5/13/19,Eastern Cottontail,Mammal,Baby,8,05/13/19,Finder's address,Exeter,Cat attack,
5/13/19,Eastern Cottontail,Mammal,Baby,1,05/13/19,Electric Boat,North Kingstown,Orphaned juvenile,
5/13/19,Eastern Cottontail,Mammal,Juvenile,1,05/11/19,Finder's address,Warwick,Orphaned juvenile,
5/14/19,Eastern Cottontail,Mammal,Juvenile,1,05/14/19,Finder's address,North Kingstown,Cat caught,
5/14/19,Eastern Cottontail,Mammal,Baby,1,05/12/19,Finder's address,Richmond,Orphaned juvenile,
5/14/19,Eastern Cottontail,Mammal,Juvenile,1,05/18/19,Finder's address,Coventry,Cat caught,
5/14/19,Eastern Cottontail,Mammal,Baby,1,05/14/19,Finder's address,North Kingstown,"Cat caught, arm broken",
5/14/19,Eastern Cottontail,Mammal,Juvenile,1,05/14/19,Finder's address,Westerly,None,
5/15/19,Eastern Cottontail,Mammal,Baby,1,05/15/19,Finder's address,Warwick,Orphaned juvenile,
5/15/19,Eastern Cottontail,Mammal,Baby,8,05/12/19,Finder's address,Warren,"Dog found nest, Orphaned juvenile",
5/15/19,Eastern Cottontail,Mammal,Juvenile,3,05/15/19,"300 Lambert Lind Hwy, Greenwich Village",Warwick,Orphaned juvenile,
5/15/19,Eastern Cottontail,Mammal,Juvenile,3,05/15/19,10 Bokar Street,Warwick,Injury,
5/15/19,Eastern Cottontail,Mammal,Young Adult,1,05/15/19,Railroad Ave,Exeter,"HBC, blind L side",
5/16/19,Eastern Cottontail,Mammal,Baby,4,05/16/19,Finder's address,Warwick,"3-dead, 1-alive",
5/16/19,Eastern Cottontail,Mammal,Juvenile,3,05/16/19,,Woonsocket,Orphaned juvenile,
5/17/19,Eastern Cottontail,Mammal,Juvenile,1,05/17/19,71 Herbert Street,Warwick,Possible nose,
5/17/19,Eastern Cottontail,Mammal,Baby,6,05/17/19,Finder's address,Warwick,Dog caught,
5/17/19,Eastern Cottontail,Mammal,Baby,1,05/17/19,57 Aldrich Road,Glocester,Orphaned juvenile,
5/17/19,Eastern Cottontail,Mammal,Baby,1,05/17/19,Mooresfield Road,South Kingstown,Back injury,
5/18/19,Eastern Cottontail,Mammal,Baby,4,05/18/19,45 Harmony Street,Cranston,,
5/18/19,Eastern Cottontail,Mammal,Juvenile,1,05/18/19,Phenix Avenue@ Curtis,Cranston,Unknown,
5/18/19,Eastern Cottontail,Mammal,Baby,1,05/18/19,338 Main Street,Hope,Possible cut/run over,
5/18/19,Eastern Cottontail,Mammal,Baby,1,05/18/19,Finder's address,Warwick,Unknown,
5/18/19,Eastern Cottontail,Mammal,Baby,7,05/16/19,66 Fenwood Avenue,Smithfield,Orphaned juvenile,
5/18/19,Eastern Cottontail,Mammal,Juvenile,1,05/18/19,Finder's address,East Greenwich,Cat caught,
