Intake Date,Species,Species Class,Age,# of Animals,Date Found,Specific Location,City Found,Cause for Admission,Comments
8/16/19,Eastern Gray Squirrel,Mammal,Baby,2,08/16/19,,East Providence,Orphaned juvenile,
8/16/19,Eastern Gray Squirrel,Mammal,Baby,2,8/16/19,Finder's address,"Seekonk, MA","None obvious, may have fallen from tree nest",
8/16/19,Eastern Gray Squirrel,Mammal,Baby,4,8/16/19,Finder's address,Cranston,"Newborn, fell from 50 ft in nest",
8/19/19,Eastern Gray Squirrel,Mammal,Baby,3,07/23/19,Finder's address,Providence,Orphaned juvenile,
8/19/19,Eastern Gray Squirrel,Mammal,Baby,1,08/19/19,Mashanicut Lake,Cranston,Covered in fly eggs. Orphaned juvenile,
8/19/19,Eastern Gray Squirrel,Mammal,Baby,1,08/19/19,Finder's address,North Providence,"Pooping blood & blood out of nose, dying, internal injuries",
8/20/19,Eastern Gray Squirrel,Mammal,Baby,2,08/19/19,Capron Farm Dr,Warwick,Orphaned juvenile,
8/20/19,Eastern Gray Squirrel,Mammal,Baby,1,8/20/19,780 Washington St,Coventry,Not known,
8/20/19,Eastern Gray Squirrel,Mammal,Baby,2,8/20/19,"780 Washington St, Planet Fitness parking lot",Coventry,Superficial nose abrasion,
8/20/19,Eastern Gray Squirrel,Mammal,Baby,1,08/19/19,Finder's address,Warwick,Fell 3rd floor house,
8/20/19,Eastern Gray Squirrel,Mammal,Adult,1,08/20/19,Finder's address,Warwick,"FX leg, mange",
8/20/19,Eastern Gray Squirrel,Mammal,Juvenile,1,08/18/19,Finder's address,West Warwick,Orphaned juvenile,
8/21/19,Eastern Gray Squirrel,Mammal,Baby,1,8/21/19,Finder's address,Warwick,"Fell out of tree, does not appear to have ay breaks in extremities",
8/21/19,Eastern Gray Squirrel,Mammal,Baby,1,8/21/19,Finder's address,East Greenwich,Maybe fell out of tree,
8/21/19,Eastern Gray Squirrel,Mammal,Baby,1,08/21/19,"Post Rd, Old YMCA",North Kingstown,Orphaned juvenile,
8/21/19,Eastern Gray Squirrel,Mammal,Baby,2,08/19/19,Finder's address,Cranston,Orphaned juvenile,
8/21/19,Eastern Gray Squirrel,Mammal,Juvenile,1,08/21/19,Finder's address,Warwick,"Possible injury to L rear leg, mouth & ears infested with fly eggs",
8/21/19,Eastern Gray Squirrel,Mammal,Baby,1,08/21/19,"Morton Park, Mickle Ave",Newport,Covered in fleas and fly larvae,
8/22/19,Eastern Gray Squirrel,Mammal,Baby,1,8/22/19,"West Main St, sidewalk",Wickford,None,
8/22/19,Eastern Gray Squirrel,Mammal,Baby,1,08/22/19,Burlingame Rd,West Warwick,"Maggots in wound, failing. Orphaned juvenile",
8/22/19,Eastern Gray Squirrel,Mammal,Baby,1,08/18/19,Unknown,,"Skinny, diarrhea, dehydrated, scrappy. Orphaned juvenile",
8/22/19,Eastern Gray Squirrel,Mammal,Young Adult,1,08/22/19,Finder's address,Warwick,"Dog caught. Severe back injury, paralyzed",
8/23/19,Eastern Gray Squirrel,Mammal,Baby,4,8/23/19,"Hull St Playground, N. Hull St",East Providence,"Weak, likely fell out of nest, 1 has bloddy nose",
8/23/19,Eastern Gray Squirrel,Mammal,Baby,1,08/23/19,Finder's address,Providence,Maggots in mouth. Orphaned juvenile,
8/24/19,Eastern Gray Squirrel,Mammal,Juvenile,2,08/24/19,124 Maryland Ave,Warwick,Orphaned juvenile,
8/24/19,Eastern Gray Squirrel,Mammal,Juvenile,2,08/24/19,Corner of Coggshell st & Morton St,Newport,Orphaned juvenile,
8/24/19,Eastern Gray Squirrel,Mammal,Juvenile,1,08/23/19,Holiday Acres Campground,North Scituate,Orphaned juvenile,
8/24/19,Eastern Gray Squirrel,Mammal,Baby,2,08/24/19,Old North Rd,Kingston,Orphaned juvenile,
8/26/19,Eastern Gray Squirrel,Mammal,Baby,1,08/26/19,29 JT Connell Highway,Newport,Orphaned juvenile,
8/26/19,Eastern Gray Squirrel,Mammal,Baby,1,08/26/19,Unknown,,"White eye syndrom, maggot eggs in mouth. Orphaned juvenile",
8/27/19,Eastern Gray Squirrel,Mammal,Baby,10,08/27/19,Finder's address,Barrington,Orphaned juvenile,
8/27/19,Eastern Gray Squirrel,Mammal,Baby,2,08/27/19,Northern RI,,Orphaned juvenile,
8/28/19,Eastern Gray Squirrel,Mammal,Juvenile,1,08/27/19,Finder's address,Narragansett,Orphaned juvenile,
8/29/19,Eastern Gray Squirrel,Mammal,Baby,1,08/29/19,Finder's address,Warwick,Orphaned juvenile,
8/30/19,Eastern Gray Squirrel,Mammal,Baby,1,08/29/19,Finder's address,Providence,Orphaned juvenile,
8/30/19,Eastern Gray Squirrel,Mammal,Baby,4,08/30/19,Wilcox Park,Westerly,May have been hurt in a long fall or hit by a log. Orphaned juvenile,
8/30/19,Eastern Gray Squirrel,Mammal,Baby,1,08/30/19,Finder's address,South Kingstown,Orphaned juvenile,
8/31/19,Eastern Gray Squirrel,Mammal,Baby,1,8/31/19,Breakneck Hill Rd,Lincoln,No injuries,
8/31/19,Eastern Gray Squirrel,Mammal,Baby,1,8/31/19,283 Grove Ave,Warwick,FX back leg,
8/31/19,Eastern Gray Squirrel,Mammal,Baby,1,08/30/19,Finder's address,Providence,Orphaned juvenile,
8/31/19,Eastern Gray Squirrel,Mammal,Juvenile,1,08/30/19,Finder's address,Pawtucket,Orphaned juvenile,
9/1/19,Eastern Gray Squirrel,Mammal,Baby,1,9/1/19,366 Mendon Rd,"North Attlenoro, MA","Attacked by bird, fell from tree",
9/2/19,Eastern Gray Squirrel,Mammal,Juvenile,1,9/2/19,Finder's address,Coventry,?,
9/2/19,Eastern Gray Squirrel,Mammal,Baby,2,9/2/19,218 Pawtuxet Ave,Warwick,Fell out of tree,
9/2/19,Eastern Gray Squirrel,Mammal,Juvenile,1,9/2/19,Douglas Ave,North Providence,?,
9/2/19,Eastern Gray Squirrel,Mammal,Juvenile,1,9/2/19,West Shore Rd,Warwick,No,
9/2/19,Eastern Gray Squirrel,Mammal,Baby,2,09/01/19,Wasp Rd,North Kingstown,Orphaned juvenile,
9/3/19,Eastern Gray Squirrel,Mammal,Baby,3,9/3/19,Finder's address,Barrington,1-Failing,
9/3/19,Eastern Gray Squirrel,Mammal,Baby,1,08/29/19,Finder's address,Cranston,Orphaned juvenile,
9/3/19,Eastern Gray Squirrel,Mammal,Juvenile,1,08/31/19,Front St,Woonsocket,Orphaned juvenile,
9/3/19,Eastern Gray Squirrel,Mammal,Baby,1,09/03/19,Intersection of Division & Shady Glen,Warwick,Paralyzed,
9/3/19,Eastern Gray Squirrel,Mammal,Juvenile,1,09/03/19,Enterprise Car Rental,Warwick,Orphaned juvenile,
9/3/19,Eastern Gray Squirrel,Mammal,Baby,2,09/03/19,Finder's address,Barrington,Orphaned juvenile,
9/4/19,Eastern Gray Squirrel,Mammal,Baby,1,9/4/19,Finder's address,Warwick,None,
9/4/19,Eastern Gray Squirrel,Mammal,Juvenile,1,09/04/19,Finder's address,Newport,Severe head trauma,
9/4/19,Eastern Gray Squirrel,Mammal,Baby,1,09/04/19,Bingham St,Warwick,Orphaned juvenile,
9/4/19,Eastern Gray Squirrel,Mammal,Baby,1,09/04/19,Royal Ave,Warwick,Orphaned juvenile,
9/4/19,Eastern Gray Squirrel,Mammal,Juvenile,1,09/04/19,Finder's address,Warwick,Orphaned juvenile,
9/5/19,Eastern Gray Squirrel,Mammal,Juvenile,1,9/5/19,Finder's address,North Providence,No,
9/5/19,Eastern Gray Squirrel,Mammal,Baby,1,09/04/19,93 Sharon St,Warwick,"Freezing, maggot eggs, dehydrated, skinny, failing. Orphaned juvenile",
9/5/19,Eastern Gray Squirrel,Mammal,Juvenile,1,09/05/19,Goddard Park (Trails),Warwick,Injury,
9/5/19,Eastern Gray Squirrel,Mammal,Baby,2,09/05/19,"805 Main Ave, church",Warwick,Orphaned juvenile,
9/5/19,Eastern Gray Squirrel,Mammal,Baby,1,09/05/19,Lincoln Public Library,Lincoln,Nose bleeding,
9/5/19,Eastern Gray Squirrel,Mammal,Juvenile,1,09/05/19,Finder's address,North Providence,Orphaned juvenile,
9/6/19,Eastern Gray Squirrel,Mammal,Baby,1,09/06/19,,Riverside,Orphaned juvenile,
9/6/19,Eastern Gray Squirrel,Mammal,Juvenile,1,09/06/19,Finder's address,Jamestown,Injury,
9/6/19,Eastern Gray Squirrel,Mammal,Young Adult,1,09/06/19,Brown University,Providence,"Injury, something was trapped around its neck",
9/6/19,Eastern Gray Squirrel,Mammal,Adult,1,09/06/19,Corner at Jack Pine Rd and Apple Blossom,Coventry,Paralyzed,
9/6/19,Eastern Gray Squirrel,Mammal,Juvenile,1,09/06/19,176 Warwick Ave,Warwick,Dog caught,
9/7/19,Eastern Gray Squirrel,Mammal,Juvenile,2,9/7/19,Seaview Ave,Warwick,Fell out of tree,
9/7/19,Eastern Gray Squirrel,Mammal,Juvenile,2,9/7/19,Finder's address,Warwick,One had bloody nose,
9/7/19,Eastern Gray Squirrel,Mammal,Juvenile,1,9/7/19,Acorn St,Coventry,N/A,
9/7/19,Eastern Gray Squirrel,Mammal,Baby,1,09/07/19,Finder's address,Cranston,Found on ground in yard,
9/7/19,Eastern Gray Squirrel,Mammal,Juvenile,1,09/07/19,195 Missouri Dr,Warwick,Dog caught,
9/7/19,Eastern Gray Squirrel,Mammal,Young Adult,1,09/07/19,Finder's address,Warwick,"Failing, labored breathing",
9/7/19,Eastern Gray Squirrel,Mammal,Adult,1,09/07/19,Finder's address,Pawtucket,Paralyzed,
9/7/19,Eastern Gray Squirrel,Mammal,Juvenile,2,09/07/19,11 Barry Rd,Providence,Found on ground,
9/8/19,Eastern Gray Squirrel,Mammal,Juvenile,1,9/8/19,Brown University Campus,Providence,Fell from tree,
9/8/19,Eastern Gray Squirrel,Mammal,Baby,4,9/8/19,Finder's address,Cumberland,Orphaned juvenile,
9/9/19,Eastern Gray Squirrel,Mammal,Juvenile,1,9/9/19,Academy Field,East Greenwich,None,
9/9/19,Eastern Gray Squirrel,Mammal,Juvenile,1,09/08/19,Finder's address,Tiverton,Orphaned juvenile,
9/9/19,Eastern Gray Squirrel,Mammal,Juvenile,1,09/09/19,182 School St,Central Falls,Orphaned juvenile,
9/9/19,Eastern Gray Squirrel,Mammal,Baby,2,09/09/19,10 Senator St,Warwick,Orphaned juvenile,
9/9/19,Eastern Gray Squirrel,Mammal,Juvenile,1,09/03/19,The Western,Burrillville,"Aspiration pneumonia, dehydrated (white eye syndrome), failing",
9/9/19,Eastern Gray Squirrel,Mammal,Young Adult,1,09/09/19,Finder's address,Warwick,Orphaned juvenile,
9/10/19,Eastern Gray Squirrel,Mammal,Baby,1,09/09/19,Dunns Corner Rd,Westerly,"Dog caught, internal injuries",
9/10/19,Eastern Gray Squirrel,Mammal,Baby,1,09/10/19,Finder's address,Central Falls,Orphaned juvenile,
9/10/19,Eastern Gray Squirrel,Mammal,Baby,1,09/09/19,71 West Main St,West Warwick,"Failing, barely breathing. Orphaned juvenile",
9/10/19,Eastern Gray Squirrel,Mammal,Baby,1,09/10/19,Finder's address,Cranston,Back legs paralyzed,
9/11/19,Eastern Gray Squirrel,Mammal,Juvenile,1,9/11/19,71 Barnes St,Providence,Unknown,
9/11/19,Eastern Gray Squirrel,Mammal,Baby,1,09/10/19,Washington Rd,Barrington,Orphaned juvenile,
9/11/19,Eastern Gray Squirrel,Mammal,Juvenile,1,09/11/19,Finder's address,North Kingstown,"Attacked by hawk, paralyzed",
9/11/19,Eastern Gray Squirrel,Mammal,Baby,2,09/11/19,Finder's address,Coventry,Orphaned juvenile,
9/11/19,Eastern Gray Squirrel,Mammal,Baby,1,09/11/19,,Jamestown,Orphaned juvenile,
9/11/19,Eastern Gray Squirrel,Mammal,Juvenile,2,09/11/19,Finder's address,Wakefield,Orphaned juvenile,
9/11/19,Eastern Gray Squirrel,Mammal,Baby,4,09/11/19,Dumped at Sakonnet Vet,Tiverton,Orphaned juvenile,
9/12/19,Eastern Gray Squirrel,Mammal,Juvenile,1,9/12/19,Finder's address,Rumford,N/A,
9/12/19,Eastern Gray Squirrel,Mammal,Juvenile,2,09/07/19,Finder's address,Pascoag,"Severely emaciated, failing. Orphaned juvenile",
9/12/19,Eastern Gray Squirrel,Mammal,Juvenile,1,09/12/19,40 Highland,Jamestown,Orphaned juvenile,
9/13/19,Eastern Gray Squirrel,Mammal,Juvenile,1,9/13/19,50 Lake St,Warwick,Orphaned juvenile,
9/13/19,Eastern Gray Squirrel,Mammal,Baby,1,09/12/19,Finder's address,Warwick,Orphaned juvenile,
9/14/19,Eastern Gray Squirrel,Mammal,Baby,1,09/06/19,Middlebridge Rd,Wakefield,Failing. Orphaned juvenile,
9/14/19,Eastern Gray Squirrel,Mammal,Juvenile,1,09/13/19,Pawtucket Ave,Pawtucket,Blood from mouth,
9/14/19,Eastern Gray Squirrel,Mammal,Baby,1,09/13/19,14 Meadow Ave,Westerly,"Eye socket full of maggots, found on road next to dead sibling",
9/14/19,Eastern Gray Squirrel,Mammal,Baby,1,09/14/19,Finder's address,North Kingstown,Orphaned juvenile,
9/15/19,Eastern Gray Squirrel,Mammal,Juvenile,1,9/15/19,241 Oaklawn Ave,Cranston,Unknown,
9/15/19,Eastern Gray Squirrel,Mammal,Baby,1,09/15/19,Salve Regina University,Newport,Too young. Orphaned juvenile,
9/16/19,Eastern Gray Squirrel,Mammal,Juvenile,1,9/16/19,Finder's address,Warwick,,
9/16/19,Eastern Gray Squirrel,Mammal,Juvenile,1,09/16/19,Finder's address,Middletown,Paralyzed,
9/16/19,Eastern Gray Squirrel,Mammal,Juvenile,1,09/16/19,Natick Ave & Alvin St,Warwick,"Fell from tree, blood in nose",
9/16/19,Eastern Gray Squirrel,Mammal,Baby,1,09/15/19,51 Intervale Ave,North Providence,"Head injury, blood in nose, very dehydrated, thin",
9/16/19,Eastern Gray Squirrel,Mammal,Baby,1,09/15/19,Finder's address,Riverside,Fell from tree,
9/17/19,Eastern Gray Squirrel,Mammal,Juvenile,1,9/17/19,Corner of Johnson Blvd & Hopkins Hill Rd,Coventry,None noticeable,
9/17/19,Eastern Gray Squirrel,Mammal,Juvenile,1,09/17/19,Finder's address,West Kingston,Orphaned juvenile,
9/17/19,Eastern Gray Squirrel,Mammal,Juvenile,1,09/17/19,Finder's address,Warwick,Orphaned juvenile,
9/18/19,Eastern Gray Squirrel,Mammal,Juvenile,1,09/17/19,Finder's address,Providence,Orphaned juvenile,
9/18/19,Eastern Gray Squirrel,Mammal,Juvenile,1,09/18/19,Finder's address,Coventry,Cat caught,
9/20/19,Eastern Gray Squirrel,Mammal,Juvenile,1,09/19/19,Atwells Ave,Providence,Orphaned juvenile,
9/20/19,Eastern Gray Squirrel,Mammal,Juvenile,1,09/19/19,Finder's address,Providence,Orphaned juvenile,
9/20/19,Eastern Gray Squirrel,Mammal,Baby,1,09/20/19,Main St,West Warwick,Orphaned juvenile,
9/20/19,Eastern Gray Squirrel,Mammal,Juvenile,1,09/20/19,Finder's address,Providence,Orphaned juvenile,
9/20/19,Eastern Gray Squirrel,Mammal,Baby,1,09/20/19,Finder's address,Warwick,Paralyzed back legs,
9/20/19,Eastern Gray Squirrel,Mammal,Adult,1,09/20/19,Shermantown Rd,Saunderstown,"HBC? Found stunned in middle of road, internal injuries/failing",
9/20/19,Eastern Gray Squirrel,Mammal,Juvenile,1,09/20/19,Finder's address,Warwick,Orphaned juvenile,
9/21/19,Eastern Gray Squirrel,Mammal,Juvenile,1,09/20/19,Finder's address,Johnston,Injury. Dying,
9/21/19,Eastern Gray Squirrel,Mammal,Baby,1,09/21/19,6 Frontier Rd,Warwick,Orphaned juvenile,
9/21/19,Eastern Gray Squirrel,Mammal,Juvenile,1,09/21/19,Finder's address,Warwick,Orphaned juvenile,
9/22/19,Eastern Gray Squirrel,Mammal,Baby,1,09/21/19,Finder's address,Pawtucket,Orphaned juvenile,
9/22/19,Eastern Gray Squirrel,Mammal,Baby,1,09/22/19,Finder's address,Warwick,Orphaned juvenile,
9/23/19,Eastern Gray Squirrel,Mammal,Juvenile,1,09/23/19,Brookline FD Station 4,"Brookline, MA","Teeth misaligned, aspirated",
9/23/19,Eastern Gray Squirrel,Mammal,Adult,1,09/23/19,22 Hillard Ave,Warwick,"Fell from tree, head injury. No improvement",
9/24/19,Eastern Gray Squirrel,Mammal,Baby,1,09/23/19,Finder's address,Tiverton,"Found in garage by itself not moving, no injuries seen. Orphaned juvenile",
9/24/19,Eastern Gray Squirrel,Mammal,Juvenile,1,09/24/19,Wayland & University St,Providence,Found with deceased sibling. Orphaned juvenile,
9/24/19,Eastern Gray Squirrel,Mammal,Juvenile,2,09/24/19,Finder's address,Barrington,"1-Blackened penis, will affect future urinating. Orphaned juvenile",
9/27/19,Eastern Gray Squirrel,Mammal,Juvenile,2,09/27/19,Finder's address,Warwick,Orphaned juvenile,
9/27/19,Eastern Gray Squirrel,Mammal,Baby,1,09/27/19,Finder's address,Newport,"On ground, not moving. Failing. Orphaned juvenile",
9/27/19,Eastern Gray Squirrel,Mammal,Juvenile,1,09/27/19,45 Ash St,Warwick,"Dog attack, broken leg",
9/27/19,Eastern Gray Squirrel,Mammal,Baby,2,09/27/19,"Save-A-Lot Plaza, Reservoir Ave",Providence,Orphaned juvenile,
9/27/19,Eastern Gray Squirrel,Mammal,Juvenile,1,09/26/19,"Across from 133 Delain St, Noel Academy",Providence,Head injury,
9/27/19,Eastern Gray Squirrel,Mammal,Adult,1,09/27/19,Atwells Ave,Providence,HBC,
9/27/19,Eastern Gray Squirrel,Mammal,Juvenile,1,09/27/19,Finder's address,Pawtucket,Paralyzed,
9/28/19,Eastern Gray Squirrel,Mammal,Adult,1,09/28/19,Eldred Ave,Jamestown,HBC,
9/28/19,Eastern Gray Squirrel,Mammal,Baby,1,09/28/19,Finder's address,East Greenwich,FX L leg,
9/30/19,Eastern Gray Squirrel,Mammal,Baby,1,09/26/19,Building being demolished,Westerly,Barely breathing. Orphaned juvenile,
9/30/19,Eastern Gray Squirrel,Mammal,Young Adult,1,09/30/19,40 Euston Ave,Cranston,Fell from tree?,
9/30/19,Eastern Gray Squirrel,Mammal,Juvenile,1,09/29/19,Park on Valley St,Providence,Orphaned juvenile,
9/30/19,Eastern Gray Squirrel,Mammal,Juvenile,1,08/30/19,Finder's address,Providence,Orphaned juvenile,
10/1/19,Eastern Gray Squirrel,Mammal,Juvenile,2,10/1/19,"335 Taunton Ave, Bubble Room Car Wash",East Providence,Possible tail ran over on one,
10/1/19,Eastern Gray Squirrel,Mammal,Juvenile,1,09/26/19,Unknown,,Orphaned juvenile,
10/1/19,Eastern Gray Squirrel,Mammal,Juvenile,1,10/01/19,Finder's address,Providence,Orphaned juvenile,
10/1/19,Eastern Gray Squirrel,Mammal,Baby,1,09/26/19,"56 Sherman Ave, Flanders Park",Cranston,"FTT/pneumonia, failing. Orphaned juvenile",
10/2/19,Eastern Gray Squirrel,Mammal,Juvenile,1,10/2/19,90 Sheffield Ave,Warwick,Had blood on nose,
10/2/19,Eastern Gray Squirrel,Mammal,Juvenile,1,10/2/19,50 Pell Ave,Warwick,None,
10/2/19,Eastern Gray Squirrel,Mammal,Adult,1,10/02/19,Finder's address,Providence,"FX foot, head injury",
10/3/19,Eastern Gray Squirrel,Mammal,Adult,1,10/03/19,Finder's address,North Kingstown,Jaw misaligned,
10/3/19,Eastern Gray Squirrel,Mammal,Juvenile,1,10/03/19,Finder's address,Providence,Orphaned juvenile,
10/3/19,Eastern Gray Squirrel,Mammal,Young Adult,1,10/03/19,Finder's address,Middletown,"Back injury, fell from tree?",
10/4/19,Eastern Gray Squirrel,Mammal,Juvenile,1,10/04/19,Finder's address,Providence,Injury,
10/6/19,Eastern Gray Squirrel,Mammal,Young Adult,1,10/04/19,Finder's address,North Kingstown,Severe blindness on both eyes,
10/6/19,Eastern Gray Squirrel,Mammal,Adult,1,10/06/19,Finder's address,Riverside,"HBC, eyeball popping out",
10/8/19,Eastern Gray Squirrel,Mammal,Juvenile,1,10/08/19,Finder's address,Warwick,Dog caught,
10/11/19,Eastern Gray Squirrel,Mammal,Juvenile,1,10/11/19,"Kingscote Mansion, Bellevue Ave",Newport,Broken R leg,
10/12/19,Eastern Gray Squirrel,Mammal,Juvenile,1,10/12/19,Finder's address,Warwick,Either fell off wire or cripped by car. No improvement,
10/12/19,Eastern Gray Squirrel,Mammal,Juvenile,1,10/12/19,Finder's address,Warwick,Cold & lethargic,
10/14/19,Eastern Gray Squirrel,Mammal,Young Adult,1,10/14/19,,Coventry,"Ruptured R eye, back legs broken",
10/15/19,Eastern Gray Squirrel,Mammal,Juvenile,1,10/15/19,9 Jefferson St,Warwick,Maybe back leg,
10/15/19,Eastern Gray Squirrel,Mammal,Adult,1,10/15/19,32 Salisbury St,Warwick,R side paralyzed,
10/16/19,Eastern Gray Squirrel,Mammal,Young Adult,1,10/16/19,Finder's address,Providence,Paralyzed,
10/21/19,Eastern Gray Squirrel,Mammal,Juvenile,1,10/21/19,Finder's address,Warwick,Dog caught,
10/21/19,Eastern Gray Squirrel,Mammal,Juvenile,1,10/21/19,Finder's address,North Kingstown,Cat caught,
10/28/19,Eastern Gray Squirrel,Mammal,Juvenile,1,10/28/19,Finder's address,Warwick,Lethargic,
10/28/19,Eastern Gray Squirrel,Mammal,Adult,1,10/28/19,Finder's address,Westerly,Can't move back legs,
10/30/19,Eastern Gray Squirrel,Mammal,Adult,1,10/29/19,120 Lake Erie St,Middletown,"Front leg, major swelling/infection, no improvement",
11/3/19,Eastern Gray Squirrel,Mammal,Adult,1,11/03/19,Finder's address,Johnston,Injury,
11/10/19,Eastern Gray Squirrel,Mammal,Adult,1,11/10/19,"Sidewalk Plain St, in front of RI Hospital",Providence,"Broken R leg, malocclusion & internal damage",
11/11/19,Eastern Gray Squirrel,Mammal,Young Adult,1,11/11/19,600 Woonasquatucket Ave,North Providence,Blind L eye,
11/11/19,Eastern Gray Squirrel,Mammal,Adult,1,11/11/19,Finder's address,North Providence,"Paralyzed, no feeling/pain response in back legs",
11/14/19,Eastern Gray Squirrel,Mammal,Juvenile,1,10/02/19,Chimmy ,Cranston,Orphaned juvenile,
11/15/19,Eastern Gray Squirrel,Mammal,Adult,1,11/15/19,Finder's address,Pawtucket,Injury,
11/19/19,Eastern Gray Squirrel,Mammal,Adult,1,11/19/19,"URI, Hope Commons Dining Hall",Kingston,"Injured back legs/tail. Paralyzed, tail chewed off, very swollen",
11/20/19,Eastern Gray Squirrel,Mammal,Sub-adult,1,Mid-Sep 2019,Finder's address,Mapleville,Orphaned juvenile,
11/23/19,Eastern Gray Squirrel,Mammal,Sub-adult,1,11/23/19,1287 Post Rd,Warwick,"HBC, back/head injury",
11/23/19,Eastern Gray Squirrel,Mammal,Adult,1,11/20/19,Finder's address,Pawtucket,"Stuck in trap, neuro",
11/27/19,Eastern Gray Squirrel,Mammal,Adult,1,11/27/19,Finder's address,Johnston,Non-responsive,
11/29/19,Eastern Gray Squirrel,Mammal,Adult,1,11/29/19,Finder's address,Manville,FX hip,
11/29/19,Eastern Gray Squirrel,Mammal,Adult,1,11/29/19,50 Townsend St,Barrington,Internal trauma,
12/2/19,Eastern Gray Squirrel,Mammal,Adult,1,12/02/19,Finder's address,Cranston,Loss of hair & falling over. No improvement,
12/18/19,Eastern Gray Squirrel,Mammal,Adult,1,12/18/19,Finder's address,Warwick,"Severely neurological, failing",
12/19/19,Eastern Gray Squirrel,Mammal,Juvenile,1,09/04/19,121 Gaulin Ave,Woonsocket,Orphaned juvenile,
12/27/19,Eastern Gray Squirrel,Mammal,Adult,1,12/27/19,,Hopkinton,Infected abscess,
7/22/19,Eastern Red Bat,Mammal,Adult,1,07/22/19,Finder's address,North Kingstown,Found in pool filter,
10/12/19,Eastern Red Bat,Mammal,Adult,1,10/12/19,"1135 Tower Hill Rd, First Baptist Church parking lot",North Kingstown,Not sure.  Found on ground,
10/19/19,Eastern Red Bat,Mammal,Adult,1,10/19/19,Finder's address,Block Island,FX injury,
10/28/19,Eastern Red Bat,Mammal,Adult,1,10/26/19,Finder's address,Charlestown,FX wing,
5/20/19,Fisher,Mammal,Baby,1,05/19/19,Finder's address,North Smithfield,Orphaned juvenile,
3/5/19,House Mouse,Mammal,Adult,1,03/05/19,Finder's address,Providence,Neuro?,
4/2/19,House Mouse,Mammal,Baby,1,04/01/19,1145 Park Avenue,Cranston,Declining. Found on glue trap at finder's restaurant,
8/12/19,House Mouse,Mammal,Baby,8,08/20/19,Finder's address,Providence,"1-Adult, 7-babies. No injury, found/trapped in house",
8/26/19,House Mouse,Mammal,A+B,5,08/26/19,Garage of finder's daughter,Saunderstown,No injury,
11/11/19,House Mouse,Mammal,Juvenile,1,11/10/19,Finder's address,Johnston,Baby mouse in house,
5/1/19,Meadow Vole,Mammal,Baby,3,05/01/19,Boystown-68 Flanagan Road,Portsmouth,Orphaned juvenile,
7/23/19,Meadow Vole,Mammal,Adult,1,07/23/19,IVO Pell Bridge,Newport,Possible cat caught,
7/24/19,Meadow Vole,Mammal,Baby,1,07/24/19,Finder's address,Newport,Orphaned juvenile,
8/7/19,Meadow Vole,Mammal,Baby,1,08/07/19,"Goodwin Farm Stand, 258 Greenville Rd",North Smithfield,Failing. Orphaned juvenile,
9/13/19,Meadow Vole,Mammal,Baby,1,09/13/19,Finder's address,South Kingstown,Possible hurt by cat,
11/18/19,Meadow Vole,Mammal,Adult,1,11/17/19,"Sakonnet Nature Reserve, Meadowlark Lane",Portsmouth,"Dog caught, internal injuries/paralyzed",
6/14/19,Mink,Mammal,Baby,1,06/14/19,Calf's Pasture Beach Path,Quonset,Orphaned juvenile,
8/24/19,Mink,Mammal,Juvenile,1,4-5 months ago,Oakland Beach area,Warwick,Exposure to children. Orphaned juvenile,
4/7/19,Muskrat,Mammal,Young Adult,1,04/07/19,70 Narragansett Avenue,West Warwick,"Malocclusion, teeth misaligned",
6/21/19,Northern Short-tailed Shrew,Mammal,Adult,1,06/21/19,4 Glenwood Ave,Narragansett,,
3/22/19,Raccoon,Mammal,Adult,1,03/22/19,Saugatucket Road,South Kingstown,HBC,
4/7/19,Raccoon,Mammal,Baby,2,04/04/19,"Dagastino's Auto Salvage, Douglas Avenue",North Providence,Orphaned juvenile. Exposure.,Exposure
4/15/19,Raccoon,Mammal,Baby,1,04/15/19,Finder's address,Exeter,Orphaned juvenile,
4/28/19,Raccoon,Mammal,Baby,1,04/28/19,Finder's address,Ashaway,Potential dog/animal bites,
5/1/19,Raccoon,Mammal,Baby,1,05/01/19,Mendon Road,Cumberland,Orphaned juvenile,
5/2/19,Raccoon,Mammal,Juvenile,1,05/02/19,Finder's address,Johnston,Orphaned juvenile,
5/9/19,Raccoon,Mammal,Juvenile,1,05/08/19,Finder's address,Warwick,Orphaned juvenile,
5/11/19,Raccoon,Mammal,Baby,1,05/10/19,Stafford Road,Tiverton,Orphaned juvenile,
5/14/19,Raccoon,Mammal,Juvenile,1,05/09/19,Stonebarn Road,Burrillville,Orphaned juvenile,
5/15/19,Raccoon,Mammal,Juvenile,3,05/15/19,"561 Woonsocket Hill Rd, George Benoit",North Smithfield,Orphaned juvenile,
5/16/19,Raccoon,Mammal,Baby,1,05/16/19,162 Whipple Avenue,Warwick,Too young to rehab.  Orphaned juvenile,
5/17/19,Raccoon,Mammal,Juvenile,6,05/16/19,Finder's address,North Kingstown,Orphaned juvenile,
5/18/19,Raccoon,Mammal,Baby,1,05/18/19,Gigi's Pizza,Warwick,"Possible HBC, but no fx, bloody nose",
5/18/19,Raccoon,Mammal,Juvenile,2,05/18/19,Finder's address,East Greenwich,Orphaned juvenile,
5/22/19,Raccoon,Mammal,Juvenile,2,05/22/19,55 Wood Ave,Narragansett,Orphaned juvenile,
